split,day,underlying,protocol,opt,strike,lots,entry,stop,target,exit_price,action,entry_charge,exit_charge,net
train,2025-05-27,FINNIFTY,ALPHA,CE,26250.0,9,300.96,225.72,413.82,340.79,THESIS_BROKEN,72.4,259.21,14006.29
train,2025-05-27,SENSEX,GAMMA,PE,82000.0,12,497.9,373.43,684.62,483.12,THESIS_BROKEN,73.15,242.12,-3862.89
train,2025-05-28,FINNIFTY,ALPHA,CE,26300.0,12,238.44,178.83,327.85,278.35,THESIS_BROKEN,75.14,280.18,18804.0
train,2025-05-28,BANKNIFTY,ALPHA,PE,55600.0,19,410.12,307.59,563.92,478.15,THESIS_BROKEN,76.25,285.31,19025.07
train,2025-05-28,FINNIFTY,ALPHA,PE,26600.0,16,177.85,133.39,244.54,216.41,THESIS_BROKEN,74.86,289.59,24316.83
train,2025-05-28,NIFTY,ALPHA,PE,24900.0,10,147.31,110.48,202.55,201.54,TARGET,73.36,313.88,40284.68
train,2025-05-29,NIFTY,ALPHA,CE,24700.0,13,117.7,88.28,161.84,124.92,THESIS_BROKEN,75.28,257.51,6708.9
train,2025-05-29,FINNIFTY,ALPHA,CE,26250.0,25,116.69,87.52,160.45,106.56,THESIS_BROKEN,76.16,228.25,-10427.91
train,2025-05-29,FINNIFTY,ALPHA,CE,26200.0,26,114.05,85.54,156.82,156.03,TARGET,77.03,335.23,43251.02
train,2025-06-03,SENSEX,ALPHA,CE,80900.0,11,507.01,380.26,697.14,544.17,THESIS_BROKEN,69.86,249.22,7854.69
train,2025-06-03,SENSEX,ALPHA,CE,80800.0,14,404.76,303.57,556.54,413.07,THESIS_BROKEN,70.59,241.59,2016.93
train,2025-06-03,SENSEX,ALPHA,CE,80900.0,14,419.89,314.92,577.35,361.04,THESIS_BROKEN,72.36,214.12,-16766.23
train,2025-06-03,SENSEX,ALPHA,CE,80800.0,16,369.12,276.84,507.53,275.45,STOP,72.58,189.73,-30234.53
train,2025-06-04,NIFTY,ALPHA,PE,24700.0,11,142.65,106.99,196.14,144.67,THESIS_BROKEN,76.61,252.81,1341.21
train,2025-06-05,NIFTY,BETA,CE,24600.0,14,108.02,81.02,148.53,147.78,TARGET,74.68,321.61,41356.82
train,2025-06-05,NIFTY,BETA,CE,24600.0,15,101.77,76.33,139.94,107.86,THESIS_BROKEN,75.16,256.63,6514.96
train,2025-06-05,NIFTY,BETA,CE,24700.0,12,124.92,93.69,171.76,93.22,STOP,74.23,184.72,-28786.64
train,2025-06-05,NIFTY,BETA,CE,24700.0,18,87.52,65.64,120.33,119.73,TARGET,76.82,334.02,43081.88
train,2025-06-06,NIFTY,ALPHA,PE,25100.0,7,206.36,154.77,283.75,213.08,THESIS_BROKEN,72.4,238.43,3216.78
train,2025-06-12,NIFTY,GAMMA,PE,25200.0,13,119.86,89.89,164.8,163.98,TARGET,76.24,330.64,42612.06
train,2025-06-12,NIFTY,GAMMA,PE,25150.0,13,117.08,87.81,160.99,115.97,THESIS_BROKEN,75.01,240.74,-1404.58
train,2025-06-17,SENSEX,ALPHA,CE,81300.0,28,209.0,156.75,287.38,285.94,TARGET,72.14,325.39,42687.82
train,2025-06-17,SENSEX,ALPHA,CE,81400.0,31,190.87,143.15,262.45,261.14,TARGET,72.67,328.74,43162.74
train,2025-06-17,SENSEX,ALPHA,CE,81400.0,37,159.46,119.59,219.25,218.16,TARGET,72.53,327.85,43037.43
train,2025-06-18,NIFTY,ALPHA,CE,24700.0,11,139.17,104.38,191.36,137.21,THESIS_BROKEN,75.3,240.99,-1934.53
train,2025-06-19,FINNIFTY,ALPHA,CE,26200.0,11,268.4,201.3,369.05,312.33,THESIS_BROKEN,76.79,287.52,18965.11
train,2025-06-19,SENSEX,ALPHA,PE,81700.0,12,482.02,361.51,662.78,518.35,THESIS_BROKEN,71.58,258.05,8388.43
train,2025-06-20,SENSEX,ALPHA,CE,81300.0,12,488.44,366.33,671.61,627.85,THESIS_BROKEN,72.22,307.58,33076.44
train,2025-06-20,SENSEX,BETA,CE,81800.0,10,556.64,417.48,765.39,548.44,THESIS_BROKEN,69.76,230.33,-1940.09
train,2025-06-20,BANKNIFTY,ALPHA,CE,55800.0,15,506.0,379.5,695.75,625.31,THESIS_BROKEN,74.88,293.79,26475.57
train,2025-06-23,SENSEX,ALPHA,CE,81400.0,14,401.72,301.29,552.37,466.26,THESIS_BROKEN,70.24,269.65,17730.47
train,2025-06-23,BANKNIFTY,BETA,CE,55800.0,17,444.88,333.66,611.72,520.24,THESIS_BROKEN,74.7,278.36,18861.64
train,2025-06-24,FINNIFTY,GAMMA,PE,26950.0,17,171.42,128.57,235.71,175.67,THESIS_BROKEN,76.11,253.0,2556.3
train,2025-06-25,FINNIFTY,ALPHA,CE,26700.0,21,139.13,104.35,191.3,190.34,TARGET,76.25,330.65,42614.96
train,2025-06-27,SENSEX,GAMMA,PE,84200.0,14,405.46,304.09,557.51,471.93,THESIS_BROKEN,70.68,272.64,18267.86
train,2025-06-27,NIFTY,GAMMA,PE,25750.0,10,159.63,119.72,219.49,185.97,THESIS_BROKEN,77.53,291.46,19381.13
train,2025-07-01,NIFTY,ALPHA,PE,25700.0,10,155.89,116.92,214.35,213.28,TARGET,76.27,330.79,42633.75
train,2025-07-01,SENSEX,ALPHA,CE,83400.0,24,246.4,184.8,338.8,337.11,TARGET,72.65,328.57,43137.66
train,2025-07-01,NIFTY,ALPHA,CE,25400.0,9,164.03,123.02,225.54,224.42,TARGET,73.47,314.51,40371.41
train,2025-07-01,NIFTY,ALPHA,CE,25400.0,9,164.56,123.42,226.27,225.14,TARGET,73.63,315.44,40501.52
train,2025-07-01,NIFTY,ALPHA,CE,25400.0,9,161.52,121.14,222.1,220.99,TARGET,72.71,310.07,39753.41
train,2025-07-01,SENSEX,ALPHA,CE,83500.0,29,205.0,153.75,281.87,280.46,TARGET,72.91,330.18,43366.12
train,2025-07-01,SENSEX,ALPHA,CE,83400.0,23,254.01,190.51,349.27,347.52,TARGET,72.06,324.88,42616.82
train,2025-07-02,NIFTY,ALPHA,CE,25400.0,10,149.56,112.17,205.64,204.61,TARGET,74.12,318.31,40899.05
train,2025-07-02,NIFTY,ALPHA,CE,25400.0,11,143.75,107.81,197.65,143.18,THESIS_BROKEN,77.02,250.46,-795.67
train,2025-07-02,NIFTY,ALPHA,CE,25300.0,12,131.25,98.44,180.47,139.1,THESIS_BROKEN,76.81,264.03,6723.26
train,2025-07-03,NIFTY,BETA,CE,25400.0,15,100.67,75.5,138.42,75.13,STOP,74.61,185.91,-28999.23
train,2025-07-07,SENSEX,ALPHA,PE,83600.0,21,285.52,214.14,392.58,390.62,TARGET,73.33,332.8,43738.21
train,2025-07-08,SENSEX,ALPHA,PE,83600.0,31,187.62,140.71,257.97,256.68,TARGET,71.84,323.53,42425.64
train,2025-07-08,NIFTY,ALPHA,PE,25600.0,12,132.09,99.07,181.62,156.17,THESIS_BROKEN,77.14,293.5,21298.88
train,2025-07-15,BANKEX,ALPHA,PE,64000.0,8,499.58,374.68,686.92,683.48,TARGET,73.33,332.75,43731.46
train,2025-07-09,NIFTY,ALPHA,CE,25400.0,10,149.2,111.9,205.16,204.13,TARGET,74.01,317.62,40802.66
train,2025-07-10,NIFTY,ALPHA,CE,25300.0,12,128.26,96.19,176.36,114.87,THESIS_BROKEN,75.6,222.15,-12346.27
train,2025-07-10,NIFTY,ALPHA,CE,25250.0,14,114.22,85.67,157.06,156.27,TARGET,77.62,338.71,43734.82
train,2025-07-14,SENSEX,ALPHA,CE,81900.0,18,325.42,244.07,447.46,399.04,THESIS_BROKEN,72.17,294.34,26136.96
train,2025-07-14,SENSEX,ALPHA,CE,81900.0,17,340.03,255.02,467.54,465.21,TARGET,71.54,321.71,42166.01
train,2025-07-15,SENSEX,ALPHA,PE,82600.0,26,227.92,170.94,313.39,311.82,TARGET,72.75,329.19,43227.65
train,2025-07-15,SENSEX,ALPHA,PE,82600.0,26,227.04,170.28,312.18,310.62,TARGET,72.56,328.01,43060.56
train,2025-07-15,SENSEX,ALPHA,PE,82700.0,23,254.76,191.07,350.29,190.11,STOP,72.21,188.42,-29997.49
train,2025-07-15,SENSEX,ALPHA,CE,82400.0,27,216.08,162.06,297.12,161.25,STOP,71.99,187.71,-29868.61
train,2025-07-16,NIFTY,ALPHA,PE,25300.0,13,118.05,88.54,162.32,161.51,TARGET,75.45,326.02,41969.98
train,2025-07-17,SENSEX,ALPHA,PE,82700.0,16,356.44,267.33,490.11,487.66,TARGET,70.89,317.72,41600.49
train,2025-07-24,BANKEX,ALPHA,CE,63300.0,9,428.56,321.42,589.27,525.11,DAYLIGHT,71.59,290.81,25706.44
train,2025-07-18,NIFTY,GAMMA,PE,25050.0,10,148.72,111.54,204.49,203.47,TARGET,73.84,316.66,40670.16
train,2025-07-21,SENSEX,ALPHA,CE,81400.0,19,310.29,232.72,426.65,424.51,TARGET,72.5,327.63,43005.28
train,2025-07-21,SENSEX,ALPHA,CE,81800.0,17,334.84,251.13,460.4,458.1,TARGET,70.81,317.15,41521.45
train,2025-07-21,SENSEX,ALPHA,CE,81800.0,18,333.12,249.84,458.05,330.64,THESIS_BROKEN,73.34,247.92,-1216.04
train,2025-07-21,SENSEX,GAMMA,PE,82200.0,23,253.62,190.21,348.72,189.26,STOP,71.99,187.68,-29863.0
train,2025-07-21,NIFTY,ALPHA,PE,25150.0,12,131.12,98.34,180.29,153.48,THESIS_BROKEN,76.76,288.88,19757.23
train,2025-07-22,FINNIFTY,ALPHA,CE,26900.0,12,240.64,180.48,330.87,292.23,THESIS_BROKEN,75.64,292.99,24397.21
train,2025-07-21,NIFTY,ALPHA,PE,25150.0,12,124.78,93.59,171.58,93.12,STOP,74.18,184.54,-28756.27
train,2025-07-22,NIFTY,ALPHA,CE,24950.0,11,139.61,104.71,191.97,191.01,TARGET,75.5,326.23,41998.87
train,2025-07-23,NIFTY,ALPHA,CE,25000.0,12,126.72,95.04,174.24,134.13,THESIS_BROKEN,74.96,255.42,6335.02
train,2025-07-29,BANKEX,ALPHA,PE,62500.0,21,187.35,140.51,257.61,256.32,TARGET,72.55,327.94,43049.95
train,2025-07-23,NIFTY,ALPHA,CE,25000.0,12,127.16,95.37,174.84,173.97,TARGET,75.14,324.29,41730.27
train,2025-07-23,NIFTY,ALPHA,CE,25050.0,14,107.76,80.82,148.16,147.42,TARGET,74.56,320.86,41255.64
train,2025-07-29,BANKEX,ALPHA,PE,62500.0,19,202.88,152.16,278.97,277.57,TARGET,71.56,321.78,42178.06
train,2025-07-23,NIFTY,ALPHA,PE,25300.0,15,105.42,79.07,144.96,103.98,THESIS_BROKEN,77.03,248.24,-1952.58
train,2025-07-24,NIFTY,GAMMA,PE,25200.0,14,113.92,85.44,156.63,85.01,STOP,77.48,195.02,-30623.99
train,2025-07-25,SENSEX,ALPHA,CE,81400.0,14,418.13,313.6,574.93,468.25,THESIS_BROKEN,72.15,270.69,13689.36
train,2025-07-25,SENSEX,ALPHA,CE,81300.0,14,422.66,317.0,581.16,434.62,THESIS_BROKEN,72.67,252.95,3020.94
train,2025-07-25,NIFTY,GAMMA,PE,25000.0,9,165.09,123.82,227.0,207.96,THESIS_BROKEN,73.8,293.16,28568.27
train,2025-07-25,FINNIFTY,GAMMA,PE,26900.0,16,180.05,135.04,247.57,187.06,THESIS_BROKEN,75.52,253.52,4158.64
train,2025-07-28,BANKNIFTY,ALPHA,CE,55800.0,20,399.21,299.41,548.92,546.17,TARGET,77.54,338.27,43672.17
train,2025-07-29,SENSEX,ALPHA,PE,81100.0,25,238.66,178.99,328.15,178.1,STOP,73.08,191.43,-30543.99
train,2025-07-29,SENSEX,ALPHA,PE,81100.0,31,192.59,144.44,264.81,263.48,TARGET,73.12,331.48,43551.2
train,2025-07-29,SENSEX,ALPHA,PE,81100.0,24,245.78,184.34,337.95,336.26,TARGET,72.52,327.8,43029.71
train,2025-07-30,NIFTY,ALPHA,CE,24750.0,12,124.78,93.59,171.58,170.72,TARGET,74.18,318.66,40949.66
train,2025-07-30,BANKNIFTY,ALPHA,PE,56400.0,36,219.03,164.27,301.17,299.66,TARGET,76.88,334.36,43129.58
train,2025-07-31,BANKNIFTY,ALPHA,CE,55400.0,38,207.72,155.79,285.62,233.78,THESIS_BROKEN,76.93,279.51,14492.77
train,2025-07-31,FINNIFTY,ALPHA,PE,26800.0,23,128.79,96.59,177.08,176.2,TARGET,76.97,334.9,43205.41
train,2025-07-31,BANKNIFTY,BETA,CE,56100.0,35,222.77,167.08,306.31,304.78,TARGET,76.28,330.88,42647.01
train,2025-08-07,BANKEX,ALPHA,CE,61000.0,4,880.92,660.69,1211.27,996.04,THESIS_BROKEN,67.44,248.87,13498.18
train,2025-08-04,NIFTY,ALPHA,CE,24500.0,8,187.7,140.78,258.09,256.8,TARGET,74.32,319.49,41065.31
train,2025-08-04,SENSEX,ALPHA,PE,81100.0,18,319.35,239.51,439.11,238.32,STOP,71.27,185.29,-29429.37
train,2025-08-05,SENSEX,ALPHA,CE,80400.0,27,218.06,163.55,299.84,257.21,THESIS_BROKEN,72.43,285.37,20779.69
train,2025-08-05,NIFTY,ALPHA,CE,24500.0,11,142.82,107.12,196.38,195.4,TARGET,76.68,333.19,42966.23
train,2025-08-05,NIFTY,ALPHA,CE,24500.0,10,146.08,109.56,200.86,199.86,TARGET,72.96,311.46,39947.36
train,2025-08-05,NIFTY,ALPHA,CE,24500.0,11,141.5,106.13,194.57,193.6,TARGET,76.18,330.32,42568.71
train,2025-08-06,NIFTY,ALPHA,CE,24500.0,10,154.04,115.53,211.81,210.75,TARGET,75.65,327.16,42127.78
train,2025-08-06,NIFTY,GAMMA,PE,24700.0,13,116.03,87.02,159.54,113.13,THESIS_BROKEN,74.56,235.42,-3134.07
train,2025-08-06,NIFTY,ALPHA,CE,24450.0,11,133.98,100.48,184.22,183.3,TARGET,73.39,314.02,40302.73
train,2025-08-07,SENSEX,ALPHA,CE,79900.0,13,433.93,325.45,596.65,507.95,THESIS_BROKEN,70.38,272.5,18902.19
train,2025-08-07,NIFTY,ALPHA,CE,24300.0,16,98.25,73.69,135.1,73.32,STOP,76.71,192.57,-30187.01
