split,day,underlying,protocol,opt,strike,lots,entry,stop,target,exit_price,action,entry_charge,exit_charge,net
train,2025-08-07,NIFTY,ALPHA,PE,24600.0,18,87.12,65.34,119.79,65.01,STOP,76.58,192.16,-30112.79
train,2025-08-08,SENSEX,ALPHA,CE,79800.0,13,454.74,341.06,625.27,576.85,THESIS_BROKEN,72.64,306.26,31370.03
train,2025-08-08,NIFTY,ALPHA,CE,24300.0,7,202.84,152.13,278.9,238.8,THESIS_BROKEN,71.56,264.38,18543.06
train,2025-08-08,NIFTY,ALPHA,CE,24300.0,8,198.62,148.96,273.1,214.22,THESIS_BROKEN,77.29,270.44,9016.77
train,2025-08-11,SENSEX,ALPHA,CE,79900.0,16,355.3,266.48,488.54,486.09,TARGET,70.74,316.77,41466.83
train,2025-08-11,NIFTY,ALPHA,CE,24300.0,8,180.4,135.3,248.05,246.81,TARGET,72.36,307.99,39465.5
train,2025-08-11,NIFTY,ALPHA,PE,24600.0,11,136.71,102.53,187.97,187.03,TARGET,74.39,319.92,41124.34
train,2025-08-12,SENSEX,ALPHA,PE,81200.0,24,244.64,183.48,336.38,334.7,TARGET,72.29,326.38,42829.22
train,2025-08-12,NIFTY,GAMMA,PE,24750.0,12,130.37,97.78,179.26,120.0,THESIS_BROKEN,76.46,231.01,-9644.97
train,2025-08-12,NIFTY,ALPHA,CE,24450.0,10,155.94,116.95,214.41,213.34,TARGET,76.28,330.88,42645.8
train,2025-08-13,NIFTY,ALPHA,PE,24700.0,13,115.9,86.92,159.36,158.56,TARGET,74.49,320.48,41202.64
train,2025-08-13,NIFTY,ALPHA,PE,24700.0,15,103.0,77.25,141.63,140.92,TARGET,75.8,328.07,42254.27
train,2025-08-13,NIFTY,ALPHA,PE,24700.0,14,114.05,85.54,156.82,102.44,THESIS_BROKEN,77.54,230.17,-12501.1
train,2025-08-13,NIFTY,ALPHA,PE,24750.0,16,97.15,72.86,133.58,132.92,TARGET,76.12,329.91,42510.87
train,2025-08-14,NIFTY,ALPHA,CE,24550.0,17,88.97,66.73,122.33,66.39,STOP,74.69,186.16,-29044.78
train,2025-08-22,BANKEX,GAMMA,PE,61900.0,13,290.09,217.57,398.88,372.13,THESIS_BROKEN,70.51,297.14,31627.17
train,2025-08-14,NIFTY,ALPHA,PE,24750.0,15,101.38,76.03,139.39,75.65,STOP,74.96,187.05,-29201.69
train,2025-08-22,BANKEX,ALPHA,CE,61300.0,8,496.67,372.5,682.92,440.93,THESIS_BROKEN,73.03,223.05,-13673.14
train,2025-08-14,NIFTY,ALPHA,PE,24750.0,16,97.46,73.09,134.01,72.73,STOP,76.28,191.21,-29944.06
train,2025-08-18,NIFTY,ALPHA,PE,25100.0,10,155.28,116.46,213.5,184.37,THESIS_BROKEN,76.05,289.16,21457.92
train,2025-08-18,NIFTY,ALPHA,CE,24800.0,8,190.08,142.56,261.36,187.96,THESIS_BROKEN,74.96,240.16,-1589.82
train,2025-08-18,NIFTY,ALPHA,CE,24800.0,8,181.54,136.16,249.62,221.09,THESIS_BROKEN,72.67,278.35,23375.98
train,2025-08-18,NIFTY,ALPHA,CE,24800.0,8,186.87,140.15,256.94,191.39,THESIS_BROKEN,74.1,244.12,2393.93
train,2025-08-19,SENSEX,ALPHA,PE,81600.0,28,208.56,156.42,286.77,285.34,TARGET,72.03,324.75,42597.86
train,2025-08-19,SENSEX,ALPHA,PE,81600.0,30,198.26,148.7,272.61,147.95,STOP,72.93,190.91,-30449.53
train,2025-08-19,SENSEX,ALPHA,PE,81700.0,25,231.44,173.58,318.23,232.28,THESIS_BROKEN,71.59,242.5,107.28
train,2025-08-19,SENSEX,ALPHA,CE,81400.0,28,208.65,156.49,286.89,155.7,STOP,72.06,187.94,-29908.88
train,2025-08-19,NIFTY,ALPHA,PE,25100.0,12,124.61,93.46,171.34,170.48,TARGET,74.11,318.26,40891.82
train,2025-08-19,NIFTY,ALPHA,PE,25100.0,13,121.84,91.38,167.52,166.69,TARGET,77.1,335.7,43316.81
train,2025-08-21,NIFTY,ALPHA,PE,25250.0,15,106.04,79.53,145.81,79.13,STOP,77.34,194.58,-30543.03
train,2025-08-21,FINNIFTY,BETA,CE,26500.0,13,228.8,171.6,314.6,237.26,THESIS_BROKEN,77.19,260.53,4060.31
train,2025-08-21,NIFTY,BETA,CE,25000.0,14,113.74,85.3,156.39,155.61,TARGET,77.4,337.39,43549.27
train,2025-08-21,BANKNIFTY,GAMMA,PE,56100.0,26,305.01,228.76,419.39,362.88,THESIS_BROKEN,77.18,295.39,22196.14
train,2025-08-21,NIFTY,ALPHA,CE,25000.0,17,89.67,67.25,123.3,88.41,THESIS_BROKEN,75.09,240.06,-1929.62
train,2025-08-22,SENSEX,ALPHA,CE,81300.0,15,396.04,297.03,544.56,419.84,THESIS_BROKEN,72.86,260.98,6805.03
train,2025-08-22,SENSEX,ALPHA,CE,81300.0,15,394.37,295.78,542.26,413.02,THESIS_BROKEN,72.66,257.12,5265.97
train,2025-08-25,SENSEX,ALPHA,CE,81400.0,17,335.85,251.89,461.8,304.27,THESIS_BROKEN,70.95,218.57,-11027.06
train,2025-08-25,SENSEX,ALPHA,CE,81300.0,17,341.44,256.08,469.48,467.13,TARGET,71.74,322.94,42340.8
train,2025-08-25,NIFTY,ALPHA,CE,24800.0,10,150.3,112.73,206.67,205.63,TARGET,74.37,319.78,41103.84
train,2025-08-25,FINNIFTY,ALPHA,CE,26200.0,15,189.2,141.9,260.15,258.85,TARGET,74.74,321.86,41392.95
train,2025-08-25,FINNIFTY,ALPHA,CE,26200.0,14,205.92,154.44,283.14,241.34,THESIS_BROKEN,75.55,283.15,19474.96
train,2025-08-25,SENSEX,ALPHA,CE,81400.0,20,296.03,222.02,407.04,405.01,TARGET,72.7,328.93,43189.08
train,2025-08-25,SENSEX,ALPHA,CE,81400.0,20,287.06,215.29,394.7,392.73,TARGET,71.21,319.67,41878.12
train,2025-08-25,NIFTY,ALPHA,PE,25100.0,12,125.97,94.48,173.21,147.61,THESIS_BROKEN,74.67,278.72,19119.23
train,2025-08-26,SENSEX,ALPHA,CE,80900.0,26,224.8,168.6,309.09,167.75,STOP,72.08,188.01,-29921.92
train,2025-08-26,SENSEX,ALPHA,CE,80800.0,28,209.31,156.98,287.8,286.36,TARGET,72.21,325.83,42750.8
train,2025-08-26,SENSEX,ALPHA,CE,80900.0,28,207.94,155.96,285.92,284.49,TARGET,71.89,323.86,42471.91
train,2025-08-26,NIFTY,GAMMA,PE,24900.0,13,121.04,90.78,166.44,165.6,TARGET,76.76,333.68,43034.9
train,2025-08-26,SENSEX,ALPHA,CE,80900.0,30,195.1,146.32,268.26,266.92,TARGET,72.14,325.43,42694.26
train,2025-08-26,FINNIFTY,ALPHA,CE,25900.0,17,167.2,125.4,229.9,228.75,TARGET,74.81,322.34,41457.19
train,2025-08-26,FINNIFTY,ALPHA,CE,25900.0,17,168.48,126.36,231.65,125.73,STOP,75.2,187.79,-29333.52
train,2025-08-26,NIFTY,ALPHA,CE,24650.0,12,128.7,96.52,176.96,176.08,TARGET,75.78,327.92,42236.22
train,2025-08-26,NIFTY,ALPHA,CE,24650.0,13,123.02,92.27,169.16,91.81,STOP,77.63,195.51,-30710.05
train,2025-08-28,NIFTY,BETA,CE,24500.0,13,118.32,88.74,162.68,161.87,TARGET,75.57,326.7,42063.93
train,2025-08-28,NIFTY,ALPHA,PE,24700.0,16,96.27,72.2,132.37,131.71,TARGET,75.65,327.14,42125.37
train,2025-08-29,NIFTY,ALPHA,CE,24400.0,9,176.35,132.26,242.48,174.03,THESIS_BROKEN,77.22,249.19,-1896.8
train,2025-08-29,NIFTY,ALPHA,CE,24400.0,9,167.55,125.66,230.38,202.28,THESIS_BROKEN,74.54,285.82,23083.4
train,2025-08-29,NIFTY,ALPHA,CE,24400.0,9,164.38,123.29,226.03,122.67,STOP,73.58,182.61,-28412.09
train,2025-09-05,BANKEX,ALPHA,PE,60700.0,6,614.2,460.65,844.52,694.46,DAYLIGHT,69.45,259.2,14118.92
train,2025-09-01,NIFTY,ALPHA,CE,24400.0,11,143.7,107.78,197.59,196.61,TARGET,77.0,335.09,43231.26
train,2025-09-01,NIFTY,ALPHA,CE,24400.0,11,141.33,106.0,194.33,176.26,THESIS_BROKEN,76.12,302.88,28443.41
train,2025-09-02,NIFTY,GAMMA,PE,24700.0,16,97.77,73.33,134.43,133.76,TARGET,76.45,331.85,42780.71
train,2025-09-03,SENSEX,ALPHA,CE,79900.0,18,331.89,248.92,456.35,454.07,TARGET,73.14,331.68,43579.17
train,2025-09-03,SENSEX,ALPHA,CE,79900.0,18,321.77,241.33,442.44,440.22,TARGET,71.65,322.29,42248.89
train,2025-09-03,NIFTY,ALPHA,PE,24700.0,10,149.73,112.3,205.88,173.23,THESIS_BROKEN,74.18,273.1,17275.85
train,2025-09-03,NIFTY,ALPHA,PE,24700.0,11,142.08,106.56,195.35,150.15,THESIS_BROKEN,76.41,261.48,6319.45
train,2025-09-03,SENSEX,ALPHA,PE,80600.0,21,279.18,209.38,383.87,208.34,STOP,72.23,188.51,-30014.35
train,2025-09-03,NIFTY,ALPHA,PE,24800.0,10,149.6,112.2,205.7,145.32,THESIS_BROKEN,74.14,232.9,-3517.23
train,2025-09-04,SENSEX,ALPHA,CE,80800.0,23,259.03,194.27,356.16,250.49,THESIS_BROKEN,73.0,240.77,-4240.68
train,2025-09-04,SENSEX,GAMMA,PE,81200.0,24,247.46,185.59,340.25,338.55,TARGET,72.85,329.87,43322.76
train,2025-09-04,NIFTY,BETA,CE,24700.0,9,167.99,125.99,230.99,162.43,THESIS_BROKEN,74.67,234.16,-4060.65
train,2025-09-04,NIFTY,GAMMA,PE,24850.0,11,136.18,102.14,187.25,186.31,TARGET,74.21,318.78,40965.3
train,2025-09-09,NIFTY,ALPHA,PE,24950.0,16,99.31,74.48,136.55,103.78,THESIS_BROKEN,77.29,262.75,5024.56
train,2025-09-11,SENSEX,ALPHA,PE,81800.0,25,236.9,177.67,325.73,176.78,STOP,72.72,190.2,-30319.1
train,2025-09-11,NIFTY,ALPHA,CE,24900.0,9,164.34,123.25,225.97,188.6,DAYLIGHT,73.56,268.09,16035.37
train,2025-09-15,NIFTY,ALPHA,PE,25200.0,16,98.56,73.92,135.52,105.97,THESIS_BROKEN,76.88,267.81,8544.31
train,2025-09-23,BANKEX,ALPHA,CE,61900.0,8,491.13,368.35,675.3,466.51,THESIS_BROKEN,72.49,234.61,-6216.44
train,2025-09-16,NIFTY,ALPHA,PE,25300.0,17,90.95,68.21,125.05,97.71,THESIS_BROKEN,75.84,262.84,8281.6
train,2025-09-16,NIFTY,ALPHA,PE,25300.0,15,102.08,76.56,140.36,76.18,STOP,75.33,188.19,-29404.17
train,2025-09-16,NIFTY,ALPHA,PE,25300.0,15,106.35,79.76,146.23,145.5,TARGET,77.49,337.95,43627.59
train,2025-09-16,NIFTY,ALPHA,PE,25300.0,18,86.06,64.55,118.34,87.41,THESIS_BROKEN,75.94,250.23,1491.94
train,2025-09-17,SENSEX,ALPHA,CE,82400.0,16,354.46,265.85,487.39,484.95,TARGET,70.63,316.08,41369.15
train,2025-09-17,SENSEX,ALPHA,CE,82400.0,17,348.57,261.43,479.28,476.88,TARGET,72.75,329.18,43225.71
train,2025-09-17,SENSEX,ALPHA,CE,82400.0,17,337.88,253.41,464.58,462.26,TARGET,71.24,319.81,41898.35
train,2025-09-17,SENSEX,ALPHA,CE,82400.0,18,329.3,246.97,452.78,450.52,TARGET,72.77,329.27,43237.91
train,2025-09-24,BANKEX,ALPHA,CE,61900.0,11,362.6,271.95,498.58,388.5,THESIS_BROKEN,73.22,265.23,8206.49
train,2025-09-17,NIFTY,ALPHA,CE,25200.0,8,196.68,147.51,270.44,227.81,DAYLIGHT,76.76,286.09,18312.3
train,2025-09-18,NIFTY,ALPHA,CE,25300.0,8,179.08,134.31,246.24,245.0,TARGET,72.0,305.91,39176.38
train,2025-09-25,BANKEX,ALPHA,PE,62500.0,18,217.27,162.95,298.75,162.14,STOP,72.25,188.62,-30032.57
train,2025-09-25,BANKEX,ALPHA,CE,61900.0,18,216.92,162.69,298.26,161.88,STOP,72.17,188.35,-29983.98
train,2025-09-18,NIFTY,ALPHA,PE,25500.0,16,98.91,74.18,136.0,73.81,STOP,77.06,193.7,-30389.46
train,2025-09-19,NIFTY,ALPHA,CE,25200.0,10,149.91,112.43,206.12,205.09,TARGET,74.23,319.0,40995.43
train,2025-09-19,NIFTY,ALPHA,CE,25200.0,10,148.68,111.51,204.43,152.58,THESIS_BROKEN,73.83,243.37,2613.24
train,2025-09-19,SENSEX,ALPHA,CE,82300.0,11,516.91,387.68,710.75,650.83,THESIS_BROKEN,70.75,293.44,29097.66
train,2025-09-19,NIFTY,ALPHA,CE,25200.0,10,156.95,117.71,215.8,184.77,THESIS_BROKEN,76.62,289.73,20501.27
train,2025-09-19,NIFTY,BETA,CE,25200.0,10,159.72,119.79,219.62,192.98,DAYLIGHT,77.55,301.54,24566.1
train,2025-09-22,SENSEX,ALPHA,PE,82600.0,22,270.6,202.95,372.08,355.91,THESIS_BROKEN,72.98,318.75,37145.33
train,2025-09-22,NIFTY,ALPHA,PE,25400.0,17,90.73,68.05,124.75,124.13,TARGET,75.71,327.53,42180.8
train,2025-09-22,SENSEX,ALPHA,CE,81900.0,11,519.2,389.4,713.9,589.89,THESIS_BROKEN,70.96,268.19,15211.71
train,2025-09-23,SENSEX,ALPHA,CE,81900.0,13,443.04,332.28,609.17,508.64,DAYLIGHT,71.38,272.84,16713.86
train,2025-09-24,SENSEX,ALPHA,PE,82100.0,26,229.72,172.29,315.87,171.43,STOP,73.13,191.61,-30576.82
train,2025-09-25,SENSEX,ALPHA,CE,81400.0,22,267.65,200.74,368.02,199.74,STOP,72.43,189.24,-30145.02
train,2025-09-25,SENSEX,ALPHA,CE,81300.0,21,279.31,209.48,384.05,382.13,TARGET,72.25,326.08,42786.8
train,2025-09-25,SENSEX,ALPHA,CE,81400.0,22,271.04,203.28,372.68,202.26,STOP,73.06,191.32,-30526.0
train,2025-09-25,SENSEX,ALPHA,CE,81300.0,25,235.93,176.95,324.4,176.06,STOP,72.52,189.52,-30195.4
train,2025-09-25,SENSEX,ALPHA,CE,81300.0,25,230.91,173.18,317.5,315.92,TARGET,71.47,321.31,42109.46
train,2025-09-25,FINNIFTY,GAMMA,PE,26500.0,24,120.91,90.68,166.25,165.42,TARGET,75.88,328.57,42325.85
train,2025-09-25,SENSEX,ALPHA,CE,81200.0,29,206.05,154.54,283.32,281.9,TARGET,73.16,331.75,43589.77
train,2025-09-25,SENSEX,ALPHA,CE,81200.0,33,176.66,132.5,242.91,241.69,TARGET,71.95,324.24,42525.57
train,2025-09-26,SENSEX,GAMMA,PE,81000.0,17,348.52,261.39,479.22,361.98,THESIS_BROKEN,72.73,255.55,4247.1
train,2025-09-26,FINNIFTY,GAMMA,PE,26200.0,23,125.75,94.31,172.91,150.1,THESIS_BROKEN,75.72,288.79,22031.74
train,2025-09-29,NIFTY,ALPHA,CE,24550.0,9,177.32,132.99,243.81,177.41,THESIS_BROKEN,77.52,253.58,-271.36
train,2025-09-29,FINNIFTY,GAMMA,PE,26050.0,29,101.38,76.03,139.39,97.76,THESIS_BROKEN,76.57,241.37,-4513.95
train,2025-09-29,NIFTY,ALPHA,CE,24550.0,9,162.71,122.03,223.73,162.58,THESIS_BROKEN,73.06,234.36,-394.5
train,2025-09-30,FINNIFTY,ALPHA,CE,25900.0,21,138.12,103.59,189.91,188.96,TARGET,75.86,328.42,42304.64
train,2025-09-30,FINNIFTY,ALPHA,CE,25900.0,24,124.96,93.72,171.82,170.96,TARGET,77.63,338.78,43744.45
train,2025-09-30,BANKNIFTY,ALPHA,CE,54400.0,35,225.19,168.89,309.64,308.09,TARGET,76.85,334.22,43110.8
train,2025-09-30,NIFTY,ALPHA,PE,24800.0,14,107.49,80.62,147.8,147.06,TARGET,74.44,320.13,41154.45
train,2025-09-30,BANKNIFTY,ALPHA,PE,54900.0,36,220.18,165.13,302.74,164.31,STOP,77.16,193.99,-30440.77
train,2025-09-30,BANKNIFTY,ALPHA,PE,54900.0,41,194.04,145.53,266.81,265.47,TARGET,77.35,337.14,43515.56
train,2025-09-30,NIFTY,ALPHA,CE,24550.0,20,77.4,58.05,106.42,57.76,STOP,75.9,189.98,-29724.73
train,2025-10-01,SENSEX,ALPHA,PE,80600.0,26,226.78,170.08,311.82,310.26,TARGET,72.51,327.66,43010.43
train,2025-10-01,NIFTY,ALPHA,PE,24800.0,11,144.54,108.41,198.74,197.75,TARGET,77.32,336.9,43483.03
train,2025-10-01,NIFTY,ALPHA,PE,24800.0,11,139.48,104.61,191.78,128.31,THESIS_BROKEN,75.44,226.89,-9521.5
train,2025-10-03,SENSEX,GAMMA,PE,81200.0,16,354.82,266.11,487.87,366.96,THESIS_BROKEN,70.68,244.91,3569.21
train,2025-10-03,NIFTY,BETA,CE,24700.0,11,142.03,106.52,195.29,194.32,TARGET,76.39,331.47,42727.7
train,2025-10-03,NIFTY,ALPHA,CE,24700.0,10,145.64,109.23,200.26,199.25,TARGET,72.81,310.59,39826.89
train,2025-10-07,SENSEX,GAMMA,PE,82200.0,20,287.58,215.69,395.43,278.85,THESIS_BROKEN,71.31,233.82,-3799.23
train,2025-10-07,NIFTY,ALPHA,PE,25250.0,22,72.38,54.28,99.52,54.01,STOP,77.4,194.76,-30576.76
train,2025-10-08,SENSEX,ALPHA,CE,81800.0,18,327.05,245.29,449.7,331.29,THESIS_BROKEN,72.43,248.37,1203.17
train,2025-10-15,BANKEX,GAMMA,PE,64100.0,6,613.18,459.89,843.13,693.32,THESIS_BROKEN,69.37,258.8,14095.59
train,2025-10-08,SENSEX,BETA,CE,81700.0,22,261.32,195.99,359.31,195.01,STOP,71.28,185.31,-29432.52
train,2025-10-16,BANKEX,ALPHA,PE,64500.0,7,528.0,396.0,726.0,722.37,TARGET,69.59,309.5,40438.61
train,2025-10-09,NIFTY,ALPHA,PE,25250.0,14,107.93,80.95,148.41,116.12,THESIS_BROKEN,74.65,257.74,8261.34
train,2025-10-09,SENSEX,ALPHA,CE,81800.0,30,198.88,149.16,273.46,272.09,TARGET,73.08,331.28,43523.26
train,2025-10-09,NIFTY,ALPHA,PE,25250.0,14,112.02,84.02,154.03,117.01,THESIS_BROKEN,76.58,259.54,4901.28
train,2025-10-17,BANKEX,ALPHA,PE,66000.0,5,763.58,572.68,1049.92,729.43,THESIS_BROKEN,71.09,229.81,-5422.12
train,2025-10-14,NIFTY,ALPHA,CE,25100.0,11,142.21,106.66,195.54,125.72,THESIS_BROKEN,76.45,222.78,-13903.27
train,2025-10-14,NIFTY,ALPHA,CE,25100.0,13,116.73,87.55,160.51,116.56,THESIS_BROKEN,74.86,241.86,-480.28
train,2025-10-14,SENSEX,GAMMA,PE,82200.0,16,371.49,278.62,510.8,445.26,THESIS_BROKEN,72.91,292.14,23241.51
train,2025-10-15,SENSEX,ALPHA,PE,82500.0,22,264.79,198.59,364.09,362.27,TARGET,71.93,324.01,42493.74
train,2025-10-15,SENSEX,BETA,CE,82300.0,18,327.93,245.95,450.91,448.65,TARGET,72.56,328.0,43058.63
train,2025-10-20,NIFTY,GAMMA,PE,25950.0,17,93.06,69.8,127.96,69.45,STOP,77.04,193.65,-30378.51
train,2025-10-29,BANKEX,ALPHA,CE,65400.0,10,378.71,284.03,520.72,518.12,TARGET,70.71,316.55,41436.3
train,2025-10-30,BANKEX,ALPHA,CE,65400.0,15,257.4,193.05,353.92,192.08,STOP,71.63,186.51,-29650.0
train,2025-10-30,BANKEX,ALPHA,CE,65300.0,14,282.0,211.5,387.74,276.66,THESIS_BROKEN,72.71,242.6,-2556.53
train,2025-10-30,BANKEX,ALPHA,CE,65300.0,14,269.02,201.76,369.9,368.05,TARGET,70.45,314.93,41207.86
train,2025-10-30,BANKEX,GAMMA,PE,65700.0,21,189.16,141.87,260.09,180.0,THESIS_BROKEN,73.02,237.31,-6081.44
train,2025-10-23,SENSEX,ALPHA,CE,84900.0,26,222.24,166.68,305.59,304.06,TARGET,71.53,321.59,42149.94
train,2025-10-23,FINNIFTY,BETA,CE,27600.0,14,207.15,155.36,284.83,208.95,THESIS_BROKEN,75.86,248.32,682.7
train,2025-10-24,BANKNIFTY,ALPHA,CE,57800.0,22,356.49,267.37,490.17,292.53,THESIS_BROKEN,76.59,208.99,-21391.72
train,2025-10-24,NIFTY,ALPHA,CE,25700.0,8,185.15,138.86,254.58,232.83,THESIS_BROKEN,73.64,291.89,28241.27
train,2025-10-24,NIFTY,ALPHA,CE,25700.0,9,176.4,132.3,242.54,171.69,THESIS_BROKEN,77.24,246.16,-3501.81
train,2025-10-27,NIFTY,ALPHA,PE,26100.0,16,95.57,71.68,131.41,130.75,TARGET,75.24,324.91,41817.01
train,2025-10-27,NIFTY,ALPHA,PE,26050.0,17,88.97,66.73,122.33,121.72,TARGET,74.69,321.64,41361.63
train,2025-10-27,BANKNIFTY,ALPHA,CE,57800.0,25,315.35,236.51,433.6,431.44,TARGET,76.86,334.3,43121.65
train,2025-10-27,NIFTY,ALPHA,PE,26100.0,16,98.82,74.12,135.88,135.2,TARGET,77.02,335.18,43243.3
train,2025-10-27,BANKNIFTY,ALPHA,CE,57800.0,24,325.86,244.4,448.06,445.82,TARGET,76.44,331.81,42776.88
train,2025-10-28,NIFTY,ALPHA,CE,25800.0,12,123.99,92.99,170.49,136.27,THESIS_BROKEN,73.87,259.12,10712.93
train,2025-10-28,NIFTY,GAMMA,PE,26000.0,15,102.52,76.89,140.97,140.26,TARGET,75.56,326.63,42055.51
train,2025-10-28,FINNIFTY,ALPHA,CE,27250.0,29,101.2,75.9,139.15,138.45,TARGET,76.48,332.03,42806.42
train,2025-10-28,NIFTY,ALPHA,CE,25750.0,14,113.21,84.91,155.67,84.48,STOP,77.14,193.95,-30435.01
train,2025-10-29,SENSEX,ALPHA,PE,85100.0,22,270.25,202.69,371.59,369.73,TARGET,72.92,330.2,43370.3
train,2025-10-29,SENSEX,ALPHA,PE,85100.0,23,260.22,195.16,357.8,220.39,THESIS_BROKEN,73.23,214.67,-18606.71
train,2025-10-30,SENSEX,ALPHA,CE,84400.0,22,270.6,202.95,372.08,201.94,STOP,72.98,191.06,-30476.53
train,2025-10-30,SENSEX,ALPHA,CE,84400.0,22,265.98,199.49,365.72,198.49,STOP,72.14,188.19,-29957.0
train,2025-10-30,SENSEX,ALPHA,CE,84400.0,24,243.06,182.29,334.2,332.53,TARGET,71.99,324.42,42551.59
train,2025-10-30,NIFTY,GAMMA,PE,26050.0,9,166.06,124.54,228.33,160.94,THESIS_BROKEN,74.08,232.22,-3758.76
train,2025-10-30,SENSEX,ALPHA,CE,84300.0,22,266.46,199.85,366.39,364.56,TARGET,72.22,325.91,42762.38
train,2025-10-30,SENSEX,ALPHA,CE,84300.0,27,216.74,162.56,298.02,161.75,STOP,72.14,188.22,-29959.71
train,2025-11-11,BANKEX,BETA,CE,64900.0,4,932.62,699.47,1282.36,1054.5,DAYLIGHT,70.01,262.1,14293.13
train,2025-11-03,NIFTY,ALPHA,PE,25900.0,13,115.1,86.33,158.27,157.48,TARGET,74.15,318.46,40920.73
train,2025-11-12,BANKEX,ALPHA,CE,65200.0,4,883.21,662.41,1214.42,998.63,DAYLIGHT,67.56,249.45,13533.36
train,2025-11-04,NIFTY,ALPHA,CE,25500.0,15,105.16,78.87,144.59,78.48,STOP,76.89,193.15,-30289.93
train,2025-11-14,BANKEX,GAMMA,PE,65600.0,7,548.02,411.01,753.53,619.64,THESIS_BROKEN,71.32,268.85,14699.24
train,2025-11-07,NIFTY,BETA,CE,25350.0,10,156.38,117.28,215.02,177.51,THESIS_BROKEN,76.43,279.28,15493.29
train,2025-11-18,BANKEX,ALPHA,PE,66400.0,6,588.54,441.41,809.25,568.1,THESIS_BROKEN,67.54,216.32,-3964.63
train,2025-11-10,NIFTY,ALPHA,CE,25500.0,11,138.69,104.02,190.7,189.74,TARGET,75.13,324.23,41720.62
train,2025-11-11,NIFTY,ALPHA,PE,25650.0,16,98.56,73.92,135.52,101.19,THESIS_BROKEN,76.88,256.8,2824.12
train,2025-11-11,NIFTY,BETA,CE,25450.0,14,109.82,82.37,151.01,150.25,TARGET,75.55,326.59,42048.27
train,2025-11-12,SENSEX,ALPHA,PE,84700.0,20,287.76,215.82,395.67,393.69,TARGET,71.33,320.39,41980.94
train,2025-11-13,SENSEX,ALPHA,CE,84300.0,28,211.95,158.96,291.43,289.97,TARGET,72.81,329.64,43290.63
train,2025-11-13,NIFTY,ALPHA,PE,26100.0,10,151.05,113.29,207.7,202.78,THESIS_BROKEN,74.64,315.67,38406.44
train,2025-11-24,BANKEX,ALPHA,CE,66000.0,8,462.22,346.67,635.55,632.37,TARGET,69.6,309.64,40457.9
train,2025-11-24,BANKEX,ALPHA,PE,66600.0,8,454.3,340.73,624.66,339.02,STOP,68.82,176.94,-27912.63
train,2025-11-17,NIFTY,ALPHA,PE,26100.0,13,115.98,86.99,159.48,158.68,TARGET,74.53,320.71,41233.95
train,2025-11-17,NIFTY,ALPHA,PE,26100.0,14,111.23,83.42,152.94,117.46,THESIS_BROKEN,76.2,260.45,6202.49
train,2025-11-18,SENSEX,ALPHA,PE,85100.0,15,391.29,293.47,538.03,455.16,THESIS_BROKEN,72.28,280.95,18807.99
train,2025-11-18,SENSEX,ALPHA,PE,85100.0,16,373.3,279.97,513.28,433.77,THESIS_BROKEN,73.13,285.21,18993.42
train,2025-11-18,NIFTY,ALPHA,PE,26050.0,21,76.16,57.12,104.73,104.2,TARGET,77.63,338.78,43743.24
train,2025-11-19,BANKNIFTY,ALPHA,PE,59200.0,21,374.0,280.5,514.25,401.88,THESIS_BROKEN,76.67,266.72,8438.97
train,2025-11-20,SENSEX,ALPHA,PE,85600.0,26,225.54,169.16,310.12,168.31,STOP,72.24,188.55,-30021.32
train,2025-11-20,SENSEX,ALPHA,PE,85700.0,26,228.49,171.37,314.18,235.17,THESIS_BROKEN,72.87,254.07,3144.71
train,2025-11-20,SENSEX,BETA,CE,85500.0,38,156.77,117.58,215.56,116.99,STOP,73.0,191.18,-30497.66
train,2025-11-21,BANKNIFTY,ALPHA,CE,58800.0,20,383.94,287.96,527.92,401.18,THESIS_BROKEN,75.5,254.73,4841.77
train,2025-11-21,BANKNIFTY,ALPHA,PE,59200.0,24,325.12,243.84,447.03,326.81,THESIS_BROKEN,76.33,249.55,283.15
train,2025-11-24,BANKNIFTY,ALPHA,CE,58900.0,27,285.82,214.37,393.01,213.3,STOP,75.74,189.5,-29639.02
train,2025-11-25,BANKNIFTY,ALPHA,PE,59200.0,30,262.64,196.98,361.12,359.32,TARGET,76.84,334.12,43096.33
train,2025-11-25,FINNIFTY,GAMMA,PE,27600.0,29,103.05,77.29,141.69,104.38,THESIS_BROKEN,77.45,256.12,1206.33
train,2025-11-25,FINNIFTY,ALPHA,CE,27400.0,25,117.66,88.24,161.78,108.65,THESIS_BROKEN,76.6,232.26,-9310.86
train,2025-11-25,NIFTY,ALPHA,PE,26100.0,14,107.14,80.36,147.32,146.58,TARGET,74.26,319.16,41019.54
train,2025-11-25,FINNIFTY,ALPHA,CE,27300.0,29,102.08,76.56,140.36,76.18,STOP,76.93,193.3,-30317.48
train,2025-11-26,NIFTY,ALPHA,PE,26250.0,10,157.43,118.07,216.47,182.33,THESIS_BROKEN,76.78,286.22,18313.31
train,2025-11-26,NIFTY,ALPHA,PE,26300.0,10,154.26,115.7,212.11,181.89,THESIS_BROKEN,75.72,285.58,20355.2
train,2025-11-26,NIFTY,ALPHA,PE,26300.0,9,167.02,125.27,229.66,166.76,THESIS_BROKEN,74.37,239.77,-490.99
