split,day,underlying,protocol,opt,strike,lots,entry,stop,target,exit_price,action,entry_charge,exit_charge,net
train,2025-05-14,NIFTY,GAMMA,PE,24800.0,7,167.9,125.93,230.87,176.76,THESIS_BROKEN,63.3,201.81,4385.21
train,2025-05-15,FINNIFTY,BETA,CE,25900.0,6,389.18,291.88,535.12,411.08,THESIS_BROKEN,65.67,213.07,4978.28
train,2025-05-15,NIFTY,BETA,CE,24500.0,11,117.57,88.18,161.66,160.85,TARGET,67.29,278.43,35360.05
train,2025-05-15,NIFTY,BETA,CE,24550.0,11,114.14,85.6,156.94,156.15,TARGET,66.01,271.0,34326.45
train,2025-05-19,NIFTY,ALPHA,CE,24900.0,6,205.35,154.01,282.35,243.97,THESIS_BROKEN,65.22,234.44,17082.04
train,2025-05-19,SENSEX,ALPHA,CE,81800.0,12,406.74,305.05,559.26,420.64,THESIS_BROKEN,64.09,213.86,3058.11
train,2025-05-20,SENSEX,ALPHA,CE,81900.0,20,241.47,181.1,332.02,180.2,STOP,63.66,159.45,-24732.52
train,2025-05-20,SENSEX,GAMMA,PE,82200.0,19,251.15,188.36,345.33,343.61,TARGET,63.18,269.69,34800.16
train,2025-05-21,NIFTY,GAMMA,PE,24900.0,7,168.48,126.36,231.65,192.88,THESIS_BROKEN,63.43,218.06,12531.0
train,2025-05-27,BANKEX,ALPHA,CE,62400.0,8,411.44,308.58,565.74,307.04,STOP,64.54,162.47,-25283.95
train,2025-05-27,BANKEX,ALPHA,PE,63200.0,10,319.31,239.48,439.05,436.85,TARGET,63.32,270.59,34929.67
train,2025-05-22,NIFTY,ALPHA,CE,24400.0,12,105.56,79.17,145.14,144.41,TARGET,66.4,273.21,34632.41
train,2025-05-22,NIFTY,ALPHA,CE,24400.0,13,100.28,75.21,137.88,137.19,TARGET,67.64,280.48,35643.13
train,2025-05-27,FINNIFTY,ALPHA,CE,26250.0,8,300.96,225.72,413.82,340.79,THESIS_BROKEN,66.99,233.03,12444.78
train,2025-05-27,SENSEX,GAMMA,PE,82000.0,10,497.9,373.43,684.62,483.12,THESIS_BROKEN,64.89,205.71,-3226.95
train,2025-05-28,FINNIFTY,ALPHA,CE,26300.0,10,238.44,178.83,327.85,278.35,THESIS_BROKEN,66.57,237.42,15662.11
train,2025-05-28,BANKNIFTY,ALPHA,PE,55600.0,16,410.12,307.59,563.92,478.15,THESIS_BROKEN,67.93,243.97,16013.68
train,2025-05-28,FINNIFTY,ALPHA,PE,26600.0,14,177.85,133.39,244.54,216.41,THESIS_BROKEN,68.47,256.34,21271.31
train,2025-05-28,NIFTY,ALPHA,PE,24900.0,9,147.31,110.48,202.55,201.54,TARGET,68.39,284.85,36251.49
train,2025-05-29,NIFTY,ALPHA,CE,24700.0,11,117.7,88.28,161.84,124.92,THESIS_BROKEN,67.35,221.52,5669.49
train,2025-05-29,FINNIFTY,ALPHA,CE,26250.0,21,116.69,87.52,160.45,106.56,THESIS_BROKEN,67.76,195.51,-8767.01
train,2025-05-29,FINNIFTY,ALPHA,CE,26200.0,21,114.05,85.54,156.82,156.03,TARGET,66.75,275.31,34924.43
train,2025-06-03,SENSEX,ALPHA,CE,80900.0,9,507.01,380.26,697.14,544.17,THESIS_BROKEN,61.45,208.2,6417.98
train,2025-06-03,SENSEX,ALPHA,CE,80800.0,12,404.76,303.57,556.54,413.07,THESIS_BROKEN,63.88,210.45,1722.05
train,2025-06-03,SENSEX,ALPHA,CE,80900.0,11,419.89,314.92,577.35,361.04,THESIS_BROKEN,61.9,173.29,-13183.56
train,2025-06-03,SENSEX,ALPHA,CE,80800.0,13,369.12,276.84,507.53,275.45,STOP,63.4,158.58,-24574.41
train,2025-06-04,NIFTY,ALPHA,PE,24700.0,9,142.65,106.99,196.14,144.67,THESIS_BROKEN,66.98,211.14,1088.76
train,2025-06-05,NIFTY,BETA,CE,24600.0,12,108.02,81.02,148.53,147.78,TARGET,67.4,279.03,35441.95
train,2025-06-05,NIFTY,BETA,CE,24600.0,13,101.77,76.33,139.94,107.86,THESIS_BROKEN,68.3,225.56,5639.99
train,2025-06-05,NIFTY,BETA,CE,24700.0,10,124.92,93.69,171.76,93.22,STOP,65.8,157.86,-23996.74
train,2025-06-05,NIFTY,BETA,CE,24700.0,15,87.52,65.64,120.33,119.73,TARGET,67.94,282.28,35893.71
train,2025-06-06,NIFTY,ALPHA,PE,25100.0,6,206.36,154.77,283.75,213.08,THESIS_BROKEN,65.43,207.75,2750.48
train,2025-06-12,NIFTY,GAMMA,PE,25200.0,11,119.86,89.89,164.8,163.98,TARGET,68.14,283.41,36049.09
train,2025-06-12,NIFTY,GAMMA,PE,25150.0,11,117.08,87.81,160.99,115.97,THESIS_BROKEN,67.11,207.34,-1195.77
train,2025-06-17,SENSEX,ALPHA,CE,81300.0,23,209.0,156.75,287.38,285.94,TARGET,63.47,271.5,35056.57
train,2025-06-17,SENSEX,ALPHA,CE,81400.0,26,190.87,143.15,262.45,261.14,TARGET,64.76,279.53,36193.38
train,2025-06-17,SENSEX,ALPHA,CE,81400.0,31,159.46,119.59,219.25,218.16,TARGET,64.6,278.52,36050.72
train,2025-06-18,NIFTY,ALPHA,CE,24700.0,9,139.17,104.38,191.36,137.21,THESIS_BROKEN,65.91,201.46,-1591.38
train,2025-06-19,SENSEX,ALPHA,PE,81700.0,10,482.02,361.51,662.78,518.35,THESIS_BROKEN,63.58,218.97,6982.5
train,2025-06-20,SENSEX,ALPHA,CE,81300.0,10,488.44,366.33,671.61,627.85,THESIS_BROKEN,64.11,260.26,27555.83
train,2025-06-20,SENSEX,BETA,CE,81800.0,8,556.64,417.48,765.39,548.44,THESIS_BROKEN,60.54,188.99,-1561.53
train,2025-06-20,BANKNIFTY,ALPHA,CE,55800.0,13,506.0,379.5,695.75,625.31,THESIS_BROKEN,68.04,257.76,22939.21
train,2025-06-23,SENSEX,ALPHA,CE,81400.0,12,401.72,301.29,552.37,466.26,THESIS_BROKEN,63.58,234.5,15190.8
train,2025-06-23,BANKNIFTY,BETA,CE,55800.0,14,444.88,333.66,611.72,520.24,THESIS_BROKEN,65.68,233.41,15524.78
train,2025-06-24,FINNIFTY,GAMMA,PE,26950.0,14,171.42,128.57,235.71,175.67,THESIS_BROKEN,66.85,212.52,2096.85
train,2025-06-25,FINNIFTY,ALPHA,CE,26700.0,17,139.13,104.35,191.3,190.34,TARGET,66.21,272.17,34488.84
train,2025-06-27,SENSEX,GAMMA,PE,84200.0,12,405.46,304.09,557.51,471.93,THESIS_BROKEN,63.96,237.06,15651.42
train,2025-06-27,NIFTY,GAMMA,PE,25750.0,8,159.63,119.72,219.49,185.97,THESIS_BROKEN,66.74,237.89,15495.47
train,2025-07-01,NIFTY,ALPHA,PE,25700.0,8,155.89,116.92,214.35,213.28,TARGET,65.74,269.36,34097.55
train,2025-07-01,SENSEX,ALPHA,CE,83400.0,20,246.4,184.8,338.8,337.11,TARGET,64.47,277.72,35940.21
train,2025-07-01,NIFTY,ALPHA,CE,25400.0,8,164.03,123.02,225.54,224.42,TARGET,67.93,282.18,35880.46
train,2025-07-01,NIFTY,ALPHA,CE,25400.0,8,164.56,123.42,226.27,225.14,TARGET,68.07,283.02,35996.1
train,2025-07-01,SENSEX,ALPHA,CE,83500.0,24,205.0,153.75,281.87,280.46,TARGET,64.4,277.31,35881.08
train,2025-07-01,SENSEX,ALPHA,CE,83400.0,19,254.01,190.51,349.27,347.52,TARGET,63.63,272.49,35196.98
train,2025-07-02,NIFTY,ALPHA,CE,25400.0,8,149.56,112.17,205.64,204.61,TARGET,64.01,259.36,32709.81
train,2025-07-02,NIFTY,ALPHA,CE,25400.0,9,143.75,107.81,197.65,143.18,THESIS_BROKEN,67.31,209.21,-659.58
train,2025-07-02,NIFTY,ALPHA,CE,25300.0,10,131.25,98.44,180.47,139.1,THESIS_BROKEN,67.93,223.95,5594.87
train,2025-07-03,NIFTY,BETA,CE,25400.0,13,100.67,75.5,138.42,75.13,STOP,67.81,164.27,-25138.96
train,2025-07-07,SENSEX,ALPHA,PE,83600.0,17,285.52,214.14,392.58,390.62,TARGET,63.86,273.9,35398.14
train,2025-07-08,SENSEX,ALPHA,PE,83600.0,26,187.62,140.71,257.97,256.68,TARGET,64.06,275.15,35575.18
train,2025-07-08,NIFTY,ALPHA,PE,25600.0,10,132.09,99.07,181.62,156.17,THESIS_BROKEN,68.22,248.54,17741.18
train,2025-07-15,BANKEX,ALPHA,PE,64000.0,6,499.58,374.68,686.92,683.48,TARGET,60.9,255.46,32786.79
train,2025-07-09,NIFTY,ALPHA,CE,25400.0,8,149.2,111.9,205.16,204.13,TARGET,63.93,258.8,32632.7
train,2025-07-10,NIFTY,ALPHA,CE,25300.0,10,128.26,96.19,176.36,114.87,THESIS_BROKEN,66.94,189.06,-10296.44
train,2025-07-10,NIFTY,ALPHA,CE,25250.0,11,114.22,85.67,157.06,156.27,TARGET,66.04,271.19,34352.96
train,2025-07-14,SENSEX,ALPHA,CE,81900.0,15,325.42,244.07,447.46,399.04,THESIS_BROKEN,64.09,249.22,21772.91
train,2025-07-14,SENSEX,ALPHA,CE,81900.0,14,340.03,255.02,467.54,465.21,TARGET,63.09,269.09,34716.62
train,2025-07-15,SENSEX,ALPHA,PE,82600.0,21,227.92,170.94,313.39,311.82,TARGET,63.3,270.43,34905.55
train,2025-07-15,SENSEX,ALPHA,PE,82600.0,22,227.04,170.28,312.18,310.62,TARGET,65.03,281.19,36428.58
train,2025-07-15,SENSEX,ALPHA,PE,82700.0,19,254.76,191.07,350.29,190.11,STOP,63.74,159.76,-24788.73
train,2025-07-15,SENSEX,ALPHA,CE,82400.0,23,216.08,162.06,297.12,161.25,STOP,64.81,163.39,-25450.6
train,2025-07-16,NIFTY,ALPHA,PE,25300.0,11,118.05,88.54,162.32,161.51,TARGET,67.48,279.5,35505.78
train,2025-07-17,SENSEX,ALPHA,PE,82700.0,14,356.44,267.33,490.11,487.66,TARGET,64.99,280.95,36394.53
train,2025-07-24,BANKEX,ALPHA,CE,63300.0,7,428.56,321.42,589.27,525.11,DAYLIGHT,60.92,231.43,19983.41
train,2025-07-18,NIFTY,GAMMA,PE,25050.0,8,148.72,111.54,204.49,203.47,TARGET,63.8,258.04,32526.69
train,2025-07-21,SENSEX,ALPHA,CE,81400.0,16,310.29,232.72,426.65,424.51,TARGET,64.78,279.63,36207.52
train,2025-07-21,SENSEX,ALPHA,CE,81800.0,14,334.84,251.13,460.4,458.1,TARGET,62.47,265.35,34185.81
train,2025-07-21,SENSEX,ALPHA,CE,81800.0,15,333.12,249.84,458.05,330.64,THESIS_BROKEN,65.04,210.55,-1021.24
train,2025-07-21,SENSEX,GAMMA,PE,82200.0,19,253.62,190.21,348.72,189.26,STOP,63.57,159.14,-24677.63
train,2025-07-21,NIFTY,ALPHA,PE,25150.0,10,131.12,98.34,180.29,153.48,THESIS_BROKEN,67.9,244.66,16456.5
train,2025-07-22,FINNIFTY,ALPHA,CE,26900.0,10,240.64,180.48,330.87,292.23,THESIS_BROKEN,66.96,248.09,20323.15
train,2025-07-21,NIFTY,ALPHA,PE,25150.0,10,124.78,93.59,171.58,93.12,STOP,65.75,157.72,-23971.42
train,2025-07-22,NIFTY,ALPHA,CE,24950.0,9,139.61,104.71,191.97,191.01,TARGET,66.04,271.19,34354.17
train,2025-07-23,NIFTY,ALPHA,CE,25000.0,10,126.72,95.04,174.24,134.13,THESIS_BROKEN,66.42,216.78,5271.3
train,2025-07-23,NIFTY,ALPHA,CE,25000.0,10,127.16,95.37,174.84,173.97,TARGET,66.57,274.18,34767.33
train,2025-07-29,BANKEX,ALPHA,PE,62400.0,16,196.59,147.44,270.31,268.96,TARGET,62.73,266.92,34408.16
train,2025-07-23,NIFTY,ALPHA,CE,25050.0,12,107.76,80.82,148.16,147.42,TARGET,67.28,278.4,35355.23
train,2025-07-29,BANKEX,ALPHA,PE,62500.0,16,202.88,152.16,278.97,277.57,TARGET,63.98,274.7,35510.92
train,2025-07-23,NIFTY,ALPHA,PE,25300.0,12,105.42,79.07,144.96,103.98,THESIS_BROKEN,66.34,203.31,-1571.5
train,2025-07-24,NIFTY,GAMMA,PE,25200.0,11,113.92,85.44,156.63,85.01,STOP,65.93,158.29,-24071.82
train,2025-07-25,SENSEX,ALPHA,CE,81400.0,11,418.13,313.6,574.93,468.25,THESIS_BROKEN,61.75,217.74,10745.81
train,2025-07-25,SENSEX,ALPHA,CE,81300.0,11,422.66,317.0,581.16,434.62,THESIS_BROKEN,62.16,203.81,2363.47
train,2025-07-25,NIFTY,GAMMA,PE,25000.0,8,165.09,123.82,227.0,207.96,THESIS_BROKEN,68.22,263.21,25388.77
train,2025-07-25,FINNIFTY,GAMMA,PE,26900.0,13,180.05,135.04,247.57,187.06,THESIS_BROKEN,65.77,210.41,3370.06
train,2025-07-28,BANKNIFTY,ALPHA,CE,55800.0,16,399.21,299.41,548.92,546.17,TARGET,66.75,275.34,34928.29
train,2025-07-29,SENSEX,ALPHA,PE,81100.0,20,238.66,178.99,328.15,178.1,STOP,63.19,157.86,-24444.63
train,2025-07-29,SENSEX,ALPHA,PE,81100.0,25,192.59,144.44,264.81,263.48,TARGET,63.54,271.89,35112.8
train,2025-07-29,SENSEX,ALPHA,PE,81100.0,20,245.78,184.34,337.95,336.26,TARGET,64.37,277.09,35850.23
train,2025-07-30,NIFTY,ALPHA,CE,24750.0,10,124.78,93.59,171.58,170.72,TARGET,65.75,269.49,34116.84
train,2025-07-30,BANKNIFTY,ALPHA,PE,56400.0,30,219.03,164.27,301.17,299.66,TARGET,68.0,282.56,35933.46
train,2025-07-31,BANKNIFTY,ALPHA,CE,55400.0,32,207.72,155.79,285.62,233.78,THESIS_BROKEN,68.51,239.1,12196.99
train,2025-07-31,FINNIFTY,ALPHA,PE,26800.0,19,128.79,96.59,177.08,176.2,TARGET,67.7,280.77,35683.19
train,2025-07-31,BANKNIFTY,BETA,CE,56100.0,29,222.77,167.08,306.31,304.78,TARGET,67.25,278.2,35328.0
train,2025-08-07,BANKEX,ALPHA,CE,61000.0,3,880.92,660.69,1211.27,996.04,THESIS_BROKEN,56.48,192.55,10111.84
train,2025-08-04,NIFTY,ALPHA,CE,24500.0,7,187.7,140.78,258.09,256.8,TARGET,67.99,282.51,35926.23
train,2025-08-04,SENSEX,ALPHA,PE,81100.0,15,319.35,239.51,439.11,238.32,STOP,63.33,158.35,-24532.35
train,2025-08-05,SENSEX,ALPHA,CE,80400.0,22,218.06,163.55,299.84,257.21,THESIS_BROKEN,63.39,236.89,16922.86
train,2025-08-05,NIFTY,ALPHA,CE,24500.0,9,142.82,107.12,196.38,195.4,TARGET,67.02,276.89,35145.62
train,2025-08-05,NIFTY,ALPHA,CE,24500.0,9,146.08,109.56,200.86,199.86,TARGET,68.01,282.66,35947.93
train,2025-08-05,NIFTY,ALPHA,CE,24500.0,9,141.5,106.13,194.57,193.6,TARGET,66.64,274.56,34820.33
train,2025-08-06,NIFTY,ALPHA,CE,24500.0,8,154.04,115.53,211.81,210.75,TARGET,65.23,266.45,33692.79
train,2025-08-06,NIFTY,GAMMA,PE,24700.0,11,116.03,87.02,159.54,113.13,THESIS_BROKEN,66.72,202.84,-2659.17
train,2025-08-06,NIFTY,ALPHA,CE,24450.0,9,133.98,100.48,184.22,183.3,TARGET,64.33,261.21,32966.4
train,2025-08-07,SENSEX,ALPHA,CE,79900.0,11,433.93,325.45,596.65,507.95,THESIS_BROKEN,63.19,234.21,15986.89
train,2025-08-07,NIFTY,ALPHA,CE,24300.0,13,98.25,73.69,135.1,73.32,STOP,66.75,160.88,-24535.79
train,2025-08-07,NIFTY,ALPHA,PE,24600.0,15,87.12,65.34,119.79,65.01,STOP,67.75,164.06,-25101.85
train,2025-08-08,SENSEX,ALPHA,CE,79800.0,10,454.74,341.06,625.27,576.85,THESIS_BROKEN,61.32,241.05,24119.88
train,2025-08-08,NIFTY,ALPHA,CE,24300.0,6,202.84,152.13,278.9,238.8,THESIS_BROKEN,64.71,229.97,15887.32
